age,gender,mbti,styles
24,female,ISFJ,"보헤미안, 모더니즘, 미니멀리즘, 빅토리아, 카운트리"
23,female,ISFJ,"복고풍, 키치, 펑크, 팝아트, 하이테크"
24,male,ESTP,"고전주의, 모노크롬, 모더니즘, 스트리트웨어, 하이테크"
22,female,ISFP,"고전주의, 미니멀리즘, 빅토리아, 스트리트웨어, 카운트리, 코티지코어"
21,female,ESTP,"모더니즘, 서스테이너블, 아르누보, 젠더 뉴트럴, 코티지코어"
25,none,INTP,"그런지, 보헤미안, 모노크롬, 아르누보, 아르데코, 인더스트리얼, "
22,female,ENFP,"미니멀리즘, 서스테이너블, 아르누보, 젠더 뉴트럴, 코티지코어, "
24,female,ESTP,"보헤미안, 모더니즘, 빅토리아, 사이버펑크, 스트리트웨어, 키치, 하이테크, 글램"
24,male,ISFJ,"모노크롬, 모더니즘, 미니멀리즘, 빈티지, 스포티, 젠더 뉴트럴, 카운트리, 하이테크, 글램"
24,male,ISFJ,"빅토리아, 사이버펑크, 서스테이너블, 스포티, 코티지코어, 피트니스, 하이테크"
24,male,ENFJ,"그런지, 보헤미안, 모더니즘, 빅토리아, 사이버펑크, 스트리트웨어, 인더스트리얼, 코티지코어"
17,female,ISTP,"모더니즘, 빅토리아, 서스테이너블, 젠더 뉴트럴, 코티지코어"
23,female,ESFJ,"고전주의, 모더니즘, 미니멀리즘, 서스테이너블, 아르누보, "
17,female,ESTP,"그런지, 고전주의, 바로크, 펑크, 글램"
17,female,ISTJ,"고전주의, 바로크, 빅토리아, 카운트리, 코티지코어, 글램"
23,female,ISTJ,"모노크롬, 모더니즘, 미니멀리즘, 빅토리아, 사이버펑크, 서스테이너블, 스포티, 피트니스, 하이테크"
22,male,INFJ,"고전주의, 모더니즘, 미니멀리즘, 바로크, 노마드"
23,female,ENFP,"로맨틱, 모더니즘, 빅토리아, 코티지코어, 글램"
23,female,ISFP,"고전주의, 모더니즘, 미니멀리즘, 바로크, 빅토리아, 사이버펑크"
25,female,INTP,"고전주의, 모더니즘, 바로크, 빅토리아, 사이버펑크, 글램"
17,female,ISTP,"모더니즘, 미니멀리즘, 스포티, 젠더 뉴트럴, 카운트리"
23,female,INTP,"보헤미안, 모노크롬, 모더니즘, 미니멀리즘, 젠더 뉴트럴, 키치"
24,male,ESTJ,"복고풍, 빈티지, 코티지코어, 피트니스, 하이테크, 노마드"
53,female,ESFJ,"고전주의, 보헤미안, 복고풍, 미니멀리즘, 바로크, 젠더 뉴트럴"
24,male,ESFP,"사이버펑크, 스트리트웨어, 스포티, 카운트리, 코티지코어"
21,female,INFJ,"그런지, 고전주의, 모노크롬, 모더니즘, 바로크, 빅토리아, 서스테이너블, 아르누보, 아방가르드, 인더스트리얼, 젠더 뉴트럴"
23,male,ISFJ,"그런지, 모더니즘, 미니멀리즘, 사이버펑크, 스트리트웨어, 아르데코"
21,female,INFP,"사이버펑크, 스트리트웨어, 키치, 팝아트, 펑크"
21,female,INFP,"로맨틱, 미니멀리즘, 빅토리아, 서스테이너블, 아르누보, 젠더 뉴트럴, 카운트리, 코티지코어"
23,female,ISTP,"그런지, 로맨틱, 모노크롬, 모더니즘, 미니멀리즘, 바로크, 빅토리아, 빈티지, 사이버펑크, 서스테이너블, 아르누보, 아방가르드, 에스닉, 인더스트리얼, 젠더 뉴트럴, 카운트리, 코티지코어"
28,female,ENFJ,"고전주의, 로맨틱, 바로크, 빅토리아, 아르누보"
21,female,INFJ,"고전주의, 모노크롬, 모더니즘, 미니멀리즘, 빈티지, 서스테이너블, 코티지코어"
27,female,INFP,"보헤미안, 빅토리아, 서스테이너블, 아르누보, 카운트리, 코티지코어"
17,female,ESTP,"고전주의, 모노크롬, 모더니즘, 하이테크, 글램"
20,female,INFP,"그런지, 모더니즘, 빅토리아, 사이버펑크, 서스테이너블, 코티지코어"
24,male,ISFP,"스트리트웨어, 스포티, 젠더 뉴트럴, 코티지코어, 하이테크"
22,male,INFJ,"그런지, 모노크롬, 바로크, 빈티지, 아방가르드"
24,female,ISTJ,"그런지, 모더니즘, 미니멀리즘, 서스테이너블, 아르누보, 인더스트리얼, 젠더 뉴트럴, 하이테크"
51,male,ENFP,"그런지, 고전주의, 사이버펑크, 아르누보, 아방가르드, 젠더 뉴트럴"
24,male,ISTP,"복고풍, 모노크롬, 모더니즘, 빅토리아, 사이버펑크, 서스테이너블"
24,female,ESFP,"그런지, 미니멀리즘, 아르데코, 아방가르드, 코티지코어"
24,male,ISFP,"그런지, 모노크롬, 모더니즘, 미니멀리즘, 빈티지, 서스테이너블, 스트리트웨어, 아방가르드, 젠더 뉴트럴, 카운트리, 코티지코어, 글램"
23,male,ENFJ,"미니멀리즘, 빅토리아, 사이버펑크, 아르누보, 코티지코어"
49,female,ISFJ,"보헤미안, 로맨틱, 모더니즘, 바로크, 빅토리아, 인더스트리얼, 젠더 뉴트럴, 카운트리, 코티지코어, 피트니스, 글램"
17,female,INTJ,"고전주의, 모노크롬, 모더니즘, 미니멀리즘, 바로크, 빅토리아, 글램"
22,female,ISFJ,"로맨틱, 미니멀리즘, 빅토리아, 카운트리, 펑크"
25,female,ISTP,"보헤미안, 로맨틱, 모더니즘, 미니멀리즘, 바로크, 빅토리아, 사이버펑크, 서스테이너블, 스포티, 아르누보, 에스닉, 젠더 뉴트럴, 카운트리, 키치, 하이테크, 글램"
56,male,ISFJ,"보헤미안, 모더니즘, 빅토리아, 빈티지, 서스테이너블, 젠더 뉴트럴, 코티지코어, 글램"
22,female,ISTJ,"모노크롬, 모더니즘, 에스닉, 인더스트리얼, 젠더 뉴트럴"
24,female,ESTJ,"모더니즘, 빅토리아, 서스테이너블, 카운트리, 코티지코어"
23,female,ISFP,"보헤미안, 모노크롬, 모더니즘, 미니멀리즘, 인더스트리얼, 젠더 뉴트럴, 키치"
23,female,ISTP,"모노크롬, 미니멀리즘, 스포티, 인더스트리얼, 젠더 뉴트럴, 하이테크"
17,female,ENTP,"고전주의, 모더니즘, 바로크, 빅토리아, 서스테이너블, 인더스트리얼, 젠더 뉴트럴, 글램"
24,female,ISTJ,"모더니즘, 미니멀리즘, 코티지코어, 키치, 팝아트"
23,female,ESFP,"보헤미안, 로맨틱, 모더니즘, 빅토리아, 서스테이너블, 에스닉, 젠더 뉴트럴, 키치"
27,male,ENFP,"보헤미안, 모노크롬, 모더니즘, 미니멀리즘, 사이버펑크, 서스테이너블, 스포티, 아르데코, 아방가르드, 인더스트리얼, 젠더 뉴트럴, 코티지코어, 피트니스, 하이테크, 글램"
24,female,INTP,"고전주의, 보헤미안, 바로크, 빅토리아, 스트리트웨어, 아르누보, 에스닉, 카운트리, 코티지코어, 키치, 팝아트, 글램"
30,male,ENFP,"고전주의, 바로크, 빅토리아, 코티지코어, 글램"
23,female,ISFP,"고전주의, 모더니즘, 미니멀리즘, 서스테이너블, 코티지코어"
24,female,ISTP,"고전주의, 미니멀리즘, 바로크, 빅토리아, 빈티지, 젠더 뉴트럴, 코티지코어"
24,female,INFP,"보헤미안, 복고풍, 서스테이너블, 아르누보, 젠더 뉴트럴, 카운트리"
29,male,ESTJ,"모노크롬, 모더니즘, 미니멀리즘, 스트리트웨어, 스포티, 아방가르드, 인더스트리얼, 젠더 뉴트럴, 하이테크"
22,female,ISTJ,"모더니즘, 미니멀리즘, 빅토리아, 사이버펑크, 카운트리"
24,male,ENFJ,"서스테이너블, 스포티, 아르누보, 젠더 뉴트럴, 카운트리"
21,male,INTJ,"모더니즘, 미니멀리즘, 서스테이너블, 아르누보, 아방가르드"
24,none,ISTP,"모더니즘, 미니멀리즘, 바로크, 서스테이너블, 아르누보, 인더스트리얼, 젠더 뉴트럴, 카운트리, 코티지코어, 글램"
24,female,ISFJ,"고전주의, 모더니즘, 미니멀리즘, 젠더 뉴트럴, 글램"
20,male,ISTP,"보헤미안, 모더니즘, 아방가르드, 인더스트리얼, 카운트리, 코티지코어"
24,female,ISFJ,"미니멀리즘, 빅토리아, 서스테이너블, 젠더 뉴트럴, 카운트리, 코티지코어"
24,female,ISFP,"고전주의, 복고풍, 모더니즘, 빅토리아, 서스테이너블, 아르누보, 젠더 뉴트럴"
24,male,ENFP,"모더니즘, 미니멀리즘, 스트리트웨어, 아르누보, 젠더 뉴트럴, 하이테크"
26,female,ESFP,"고전주의, 복고풍, 모더니즘, 미니멀리즘, 바로크, 빅토리아, 서스테이너블, 아르데코, 젠더 뉴트럴"
24,female,INFP,"보헤미안, 복고풍, 모노크롬, 모더니즘, 미니멀리즘, 바로크, 빅토리아, 빈티지, 사이버펑크, 스트리트웨어, 스포티, 에스닉, 카운트리, 코티지코어, 펑크, 피트니스, 글램"
24,female,ISFP,"모더니즘, 서스테이너블, 젠더 뉴트럴, 코티지코어, 하이테크"
21,male,ENTP,"고전주의, 보헤미안, 모노크롬, 모더니즘, 미니멀리즘, 빈티지, 인더스트리얼, 하이테크, 노마드"
22,female,ISFJ,"모더니즘, 빅토리아, 서스테이너블, 젠더 뉴트럴, 카운트리"
22,female,INTP,"보헤미안, 복고풍, 로맨틱, 모더니즘, 바로크, 빅토리아, 아르누보, 아르데코, 아방가르드, 젠더 뉴트럴, 하이테크"
24,female,INFJ,"고전주의, 복고풍, 미니멀리즘, 바로크, 빅토리아, 빈티지, 아르누보, 젠더 뉴트럴, 카운트리"
20,male,ISTP,"복고풍, 모더니즘, 미니멀리즘, 빈티지, 스트리트웨어"
24,female,INTP,"보헤미안, 사이버펑크, 아방가르드, 키치, 글램"
24,female,ISFJ,"로맨틱, 미니멀리즘, 빅토리아, 사이버펑크, 젠더 뉴트럴"
24,female,ENTJ,"로맨틱, 빅토리아, 서스테이너블, 코티지코어"
24,female,ENFP,"고전주의, 모노크롬, 미니멀리즘, 아르누보, 아르데코, 젠더 뉴트럴"
22,female,ENTJ,"고전주의, 모노크롬, 모더니즘, 미니멀리즘, 빅토리아, 사이버펑크, 서스테이너블, 스포티, 젠더 뉴트럴, 코티지코어, 노마드"
24,female,ENTJ,"고전주의, 모노크롬, 로맨틱, 모더니즘, 미니멀리즘, 바로크, 서스테이너블, 젠더 뉴트럴, 카운트리, 코티지코어, 하이테크"
22,female,INTJ,"고전주의, 모노크롬, 모더니즘, 바로크, 빈티지, 사이버펑크, 아르누보, 젠더 뉴트럴"
24,female,ISTJ,"모더니즘, 미니멀리즘, 빅토리아, 젠터 뉴트럴, 카운트리"
24,male,INFJ,"모노크롬, 모더니즘, 미니멀리즘, 아르데코, 카운트리"
